id,desc,tipus,is_traffic,n_lanes,district,barri,lon,lat,meta_year,years_with_counts,n_years_with_counts
13004,TAJO - BAIXADA MERCAT (Sentit Av. Estatut),Trànsit,True,1,7,43,2.1603666115488,41.4296796464981,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13005,RONDA GUINARDÓ - RUBIÓ I ORS,trànsit,True,2,7,35,2.176743621,41.419854649,2017,"2017,2018",2
13006,RONDA GUINARDÓ - TORRE DELS PARDALS(sentit Besòs),Trànsit,True,2,7,35,2.17724758331142,41.4222445654758,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13007,RAMÓN ALBÓ - PG. MARAGALL (sentit muntanya),Trànsit,True,3,9,62,2.17734136943823,41.4250107991737,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13008,ARNAU D'OMS - ESCÒCIA,Trànsit,True,3,8,44,2.17729717804244,41.4289867755557,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13009,AV. RIO DE JANEIRO - PINTOR ALSAMORA (sentit Besòs),Trànsit,True,3,8,45,2.1799243098505,41.4353182023915,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13010,PG. MARAGALL - PINAR DEL RIO (Sentit Horta),Trànsit,True,2,7,35,2.17854604106588,41.4228633018248,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13011,PG. MARAGALL - ACÀCIES (Sentit Eixample),Trànsit,True,3,7,35,2.17840405922296,41.4228928720644,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13012,AVINGUDA DELS QUINZE - JOAN ALCOVER,Trànsit,True,3,8,44,2.17437672893632,41.4293044872273,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13013,PG. FABRA I PUIG - AMÍLCAR (Sentit Horta),Trànsit,True,2,8,46,2.17121495096827,41.4304004361056,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13014,PG. FABRA I PUIG - DAS (Sentit Sant Andreu),Trànsit,True,1,8,46,2.17130443156633,41.4303195871099,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13015,DOCTOR PI I MOLIST - ESCULTOR ORDOÑEZ (sentit mar),Trànsit,True,2,8,46,2.17408378594873,41.4316867290554,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13016,DOCTOR PI I MOLIST - ALLOZA (carril Bus),Trànsit,True,1,8,45,2.17413983149495,41.4314529739963,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13017,PG. VALLDAURA - ISARD (Pujada),Trànsit,True,2,8,48,2.17000178264723,41.438915647615,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13018,PG. VALLDAURA - GASELA (Baixada),Trànsit,True,2,8,48,2.16985328571021,41.4388404413877,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
13019,RONDA GUINARDO - ART(sentit Llobregat),Trànsit,True,2,7,35,2.17674362129268,41.4198546486386,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
14-SMD-1,RONDA DE DALT - SANT GERVASI (Llobregat),Rondes,False,3,0,0,2.12624502832375,41.4105208398588,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
14-SMD-2,RONDA DE DALT - SANT GERVASI (Trinitat),Rondes,False,3,0,0,2.1263,41.4107,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
16001,POTOSÍ - CIUTAT D'ASUNCIÓN (Sentit Torras i Bages),Trànsit,True,2,9,59,2.19762242636993,41.4427067719695,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
16002,POTOSÍ - FERRAN JUNOY (Sentit Santa Coloma),Trànsit,True,2,9,59,2.19764185172385,41.4425552099912,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
16003,FERRAN JUNOY - SAO PAULO,Trànsit,True,2,9,59,2.19660020974202,41.4420396242204,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
16004,SANT ADRIÀ - PG. L'HAVANA (Sentit Torras i Bages),Trànsit,True,3,9,59,2.19543659774195,41.4355378293433,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
16006,PG. SANTA COLOMA - C. TIANA (Sentit Llobregat) ,Trànsit,True,2,9,57,2.19806376689669,41.4479426516473,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
16007,PG. SANTA COLOMA - C. TIANA (Sentit Besós) ,Trànsit,True,2,9,57,2.2001276189647,41.4485694283737,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17-SMD-1,RONDA DE DALT - FOIX (Llobregat),Rondes,False,3,0,0,2.11418166,41.4011431,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
17-SMD-2,RONDA DE DALT - FOIX (Trinitat),Rondes,False,3,0,0,2.11418165633553,41.4011430865471,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
17001,AV. DIAGONAL - LLULL (Baixada),Trànsit,True,2,10,70,2.21689026434743,41.4107128902073,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17002,AV. DIAGONAL - RAMBLA PRIM (Pujada),Trànsit,True,1,10,70,2.21680346713813,41.4108925544173,2025,"2017,2019,2020,2021,2022,2023,2024,2025",8
17003,PG. GARCIA FARIA - JOSEP PLÀ (sentit Llobregat),Trànsit,True,3,10,69,2.21790107855386,41.4065939942215,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17004,AV. LITORAL - SELVA DE MAR (sentit Besòs),Trànsit,True,3,10,69,2.21826567709246,41.4054905072671,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17005,AV. DIAGONAL - PERE IV (Pujada),Trànsit,True,3,10,68,2.20015975809711,41.4067401081025,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17006,"SORTIDA 24, RONDA LITORAL (sentit Besòs)",Trànsit,True,1,10,68,2.21819681075447,41.4055540069911,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17007,JOSEP PLÀ - PG. TAULAT (sentit muntanya),Trànsit,True,3,10,71,2.21594447419887,41.4087451861361,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17008,PG. VALL D'HEBRON - C. DE TICIÀ (LLOBREGAT),Trànsit,True,2,10,68,2.13846491209867,41.4165583078464,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
17009,RDA. DALT SORTIDA 6 LLOBREGAT,Trànsit,True,1,10,71,2.1382406632968,41.4171472520814,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
18-SMD-1,RONDA DE DALT - PARC DE L'ORENETA (Llobregat),Rondes,False,3,0,0,2.11295335657463,41.3981769124719,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
18-SMD-2,RONDA DE DALT - PARC DE L'ORENETA (Trinitat),Rondes,False,3,0,0,2.11348620820533,41.3991236748553,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
19-SMD-1,RONDA DE DALT - PEDRALBES (Llobregat),Rondes,False,3,0,0,2.10851456823924,41.3911918843747,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
19-SMD-2,RONDA DE DALT - PEDRALBES (Trinitat),Rondes,False,3,0,0,2.10725074769602,41.3888337273865,2025,"2018,2019,2020,2021,2022,2023,2024,2025",8
20001,COMTE D´URGELL - GRAN VIA (sentit muntanya),Bicis,False,1,2,8,2.15747890993953,41.3829065516227,2025,"2017,2019,2020,2021,2022,2023,2024,2025",8
20002,COMTE D´URGELL - DIPUTACIÓ (sentit mar),Bicis,False,1,2,9,2.15747186914086,41.3829069289634,2025,"2017,2019,2020,2021,2022,2023,2024,2025",8
20003,GRAN VIA DE LES CORTS-MUNTANER (sentit Llobregat),Bicis,False,1,2,10,2.16164939241435,41.3845874073557,2025,"2017,2020,2021,2022,2023,2024,2025",7
20004,GRAN VIA DE LES CORTS CATALANES - ARIBAU (carril BICI),bicis,False,1,2,8,2.16307,41.385367,2017,2017,1
20005,MUNTANER-GRAN VIA DE LES CORTS (sentit mar),Bicis,False,1,2,10,2.16310479362974,41.3838795627539,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20006,MUNTANER - SEPULVEDA (sentit muntanya),Bicis,False,1,2,10,2.16312585146159,41.3838789052334,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20007,ENRIC GRANADOS - MALLORCA (sentit muntanya),Bicis,False,1,2,8,2.15940203819296,41.3900061414594,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20008,ENRIC GRANADOS - VALENCIA (sentit mar),Bicis,False,1,2,8,2.15942767643012,41.3900029059072,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20009,CONSELL DE CENT-SARDENYA,Bicis,False,1,2,5,2.17800761054999,41.4002712072215,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
2001,PARÍS - VILADOMAT (sentit Besòs),Trànsit,True,3,2,9,2.1465047471315,41.3885296827205,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20010,PL. TETUAN - PG. SANT JOAN (sentit Besòs),Bicis,False,1,2,7,2.17630615583332,41.3955508210078,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20011,PL. TETUAN - ROGER DE FLOR (sentit Llobregat),Bicis,False,1,2,7,2.17631540371599,41.3955668304856,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20012,DIPUTACIÓ-SARDENYA,Bicis,False,1,2,5,2.17794983202623,41.3986192703823,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20013,CONSELL DE CENT - COMTE BORRELL (carril BICI - sentit Besòs),Bicis,False,1,2,9,2.155270123,41.38319485,2019,"2017,2018,2019,2020,2021,2022",6
20014,VILAMARÍ - DIPUTACIÓ (carril BICI sentit mar),Bicis,False,1,2,9,2.150676347,41.377912355,2019,"2017,2018,2019,2020,2021,2022,2023",7
20015,VILAMARÍ - GRAN VIA DE LES CORTS CATALANES (carril BICI sentit muntanya),Bicis,False,1,2,9,2.150700308,41.377909019,2019,"2017,2018,2019,2020,2021,2022,2023",7
20016,PROVENÇA - ROGER DE FLOR (sentit Besòs),Bicis,False,1,2,6,2.1707860385378,41.4016678829126,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20017,PROVENÇA - NÀPOLS (sentit Llobregat),Bicis,False,1,2,6,2.17078976617937,41.4016852041557,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20018,PG. SANT JOAN - CASP (sentit mar),Bicis,False,1,2,5,2.17731310660924,41.3935312472613,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
20019,PG. SANT JOAN - AUSIAS MARC (sentit muntanya),Bicis,False,1,2,5,2.17734229570883,41.3935500114157,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
2002,ENTENÇA - DEU I MATA  (sentit muntanya),Trànsit,True,5,4,19,2.13796914924406,41.3900018374214,2025,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9
